filename,# of formulae,# of cells with formulae,(# of cells with formulae) / (# of formulae)
michelle_lokay_000_1_2_1.pst.16.xls,102,0,0E-20
michelle_lokay_000_1_2_1.pst.160.xls,428,196,0.45794392523364485981
michelle_lokay_000_1_2_1.pst.161.xls,111,0,0E-20
michelle_lokay_000_1_2_1.pst.164.xls,123,39,0.31707317073170731707
michelle_lokay_000_1_2_1.pst.168.xls,57,0,0E-20
michelle_lokay_000_1_2_1.pst.17.xls,5152,1767,0.34297360248447204969
michelle_lokay_000_1_2_1.pst.171.xls,51,1,0.01960784313725490196
michelle_lokay_000_1_2_1.pst.172.xls,221,1,0.00452488687782805430
michelle_lokay_000_1_2_1.pst.176.xls,545,217,0.39816513761467889908
michelle_lokay_000_1_2_1.pst.177.xls,86,8,0.09302325581395348837
michelle_lokay_000_1_2_1.pst.18.xls,5539,1768,0.31919118974544141542
michelle_lokay_000_1_2_1.pst.180.xls,443,0,0E-20
michelle_lokay_000_1_2_1.pst.189.xls,70,4,0.05714285714285714286
michelle_lokay_000_1_2_1.pst.19.xls,102,0,0E-20
michelle_lokay_000_1_2_1.pst.191.xls,50,4,0.08000000000000000000
michelle_lokay_000_1_2_1.pst.192.xls,65,1,0.01538461538461538462
michelle_lokay_000_1_2_1.pst.194.xls,250,4,0.01600000000000000000
michelle_lokay_000_1_2_1.pst.198.xls,111,0,0E-20
michelle_lokay_000_1_2_1.pst.20.xls,6152,360,0.05851755526657997399
michelle_lokay_000_1_2_1.pst.202.xls,7429,3186,0.42885987346883833625
michelle_lokay_000_1_2_1.pst.205.xls,47,6,0.12765957446808510638
michelle_lokay_000_1_2_1.pst.206.xls,384,196,0.51041666666666666667
michelle_lokay_000_1_2_1.pst.21.xls,115,0,0E-20
michelle_lokay_000_1_2_1.pst.210.xls,426,196,0.46009389671361502347
michelle_lokay_000_1_2_1.pst.211.xls,144,0,0E-20
michelle_lokay_000_1_2_1.pst.212.xls,7672,3048,0.39728884254431699687
michelle_lokay_000_1_2_1.pst.213.xls,221,1,0.00452488687782805430
michelle_lokay_000_1_2_1.pst.214.xls,1807,0,0E-20
michelle_lokay_000_1_2_1.pst.215.xls,542,216,0.39852398523985239852
michelle_lokay_000_1_2_1.pst.216.xls,35,13,0.37142857142857142857
michelle_lokay_000_1_2_1.pst.217.xls,80,0,0E-20
michelle_lokay_000_1_2_1.pst.219.xls,1885,1383,0.73368700265251989390
michelle_lokay_000_1_2_1.pst.22.xls,5944,1771,0.29794751009421265141
michelle_lokay_000_1_2_1.pst.228.xls,111,0,0E-20
michelle_lokay_000_1_2_1.pst.23.xls,115,0,0E-20
michelle_lokay_000_1_2_1.pst.231.xls,13,0,0E-20
michelle_lokay_000_1_2_1.pst.233.xls,1885,1383,0.73368700265251989390
michelle_lokay_000_1_2_1.pst.235.xls,1452,1236,0.85123966942148760331
michelle_lokay_000_1_2_1.pst.237.xls,353,0,0E-20
michelle_lokay_000_1_2_1.pst.238.xls,960,29,0.03020833333333333333
michelle_lokay_000_1_2_1.pst.239.xls,672,27,0.04017857142857142857
michelle_lokay_000_1_2_1.pst.24.xls,6411,4496,0.70129464982062080799
michelle_lokay_000_1_2_1.pst.240.xls,823,23,0.02794653705953827461
michelle_lokay_000_1_2_1.pst.241.xls,571,27,0.04728546409807355517
michelle_lokay_000_1_2_1.pst.242.xls,721,0,0E-20
michelle_lokay_000_1_2_1.pst.243.xls,1690,1,0.00059171597633136095
michelle_lokay_000_1_2_1.pst.244.xls,1802,0,0E-20
michelle_lokay_000_1_2_1.pst.249.xls,112,2,0.01785714285714285714
michelle_lokay_000_1_2_1.pst.25.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.250.xls,98,5,0.05102040816326530612
michelle_lokay_000_1_2_1.pst.253.xls,39,17,0.43589743589743589744
michelle_lokay_000_1_2_1.pst.254.xls,64,3,0.04687500000000000000
michelle_lokay_000_1_2_1.pst.255.xls,79,4,0.05063291139240506329
michelle_lokay_000_1_2_1.pst.258.xls,221,1,0.00452488687782805430
michelle_lokay_000_1_2_1.pst.259.xls,7665,3201,0.41761252446183953033
michelle_lokay_000_1_2_1.pst.26.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.263.xls,1624,0,0E-20
michelle_lokay_000_1_2_1.pst.264.xls,1442,0,0E-20
michelle_lokay_000_1_2_1.pst.27.xls,91,0,0E-20
michelle_lokay_000_1_2_1.pst.270.xls,1699,0,0E-20
michelle_lokay_000_1_2_1.pst.271.xls,7919,1562,0.19724712716252052027
michelle_lokay_000_1_2_1.pst.273.xls,4520,1812,0.40088495575221238938
michelle_lokay_000_1_2_1.pst.277.xls,12622,2503,0.19830454761527491681
michelle_lokay_000_1_2_1.pst.278.xls,115,4,0.03478260869565217391
michelle_lokay_000_1_2_1.pst.279.xls,2683,1551,0.57808423406634364517
michelle_lokay_000_1_2_1.pst.28.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.280.xls,400,35,0.08750000000000000000
michelle_lokay_000_1_2_1.pst.282.xls,1248,494,0.39583333333333333333
michelle_lokay_000_1_2_1.pst.287.xls,865,342,0.39537572254335260116
michelle_lokay_000_1_2_1.pst.289.xls,855,338,0.39532163742690058480
michelle_lokay_000_1_2_1.pst.29.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.290.xls,12388,2454,0.19809493057797868905
michelle_lokay_000_1_2_1.pst.295.xls,1111,422,0.37983798379837983798
michelle_lokay_000_1_2_1.pst.297.xls,296,48,0.16216216216216216216
michelle_lokay_000_1_2_1.pst.298.xls,51,0,0E-20
michelle_lokay_000_1_2_1.pst.300.xls,15797,3251,0.20579856934861049566
michelle_lokay_000_1_2_1.pst.301.xls,628,111,0.17675159235668789809
michelle_lokay_000_1_2_1.pst.302.xls,665,153,0.23007518796992481203
michelle_lokay_000_1_2_1.pst.305.xls,605,241,0.39834710743801652893
michelle_lokay_000_1_2_1.pst.307.xls,218,1,0.00458715596330275229
michelle_lokay_000_1_2_1.pst.31.xls,85,0,0E-20
michelle_lokay_000_1_2_1.pst.314.xls,3771,1608,0.42641209228321400159
michelle_lokay_000_1_2_1.pst.315.xls,312,196,0.62820512820512820513
michelle_lokay_000_1_2_1.pst.316.xls,318,196,0.61635220125786163522
michelle_lokay_000_1_2_1.pst.318.xls,336,196,0.58333333333333333333
michelle_lokay_000_1_2_1.pst.319.xls,4201,1667,0.39681028326588907403
michelle_lokay_000_1_2_1.pst.32.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.33.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.34.xls,140,38,0.27142857142857142857
michelle_lokay_000_1_2_1.pst.344.xls,857,1,0.00116686114352392065
michelle_lokay_000_1_2_1.pst.345.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.346.xls,102,0,0E-20
michelle_lokay_000_1_2_1.pst.347.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.348.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.349.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.350.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.353.xls,74,0,0E-20
michelle_lokay_000_1_2_1.pst.354.xls,102,0,0E-20
michelle_lokay_000_1_2_1.pst.355.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.356.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.357.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.358.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.359.xls,41,0,0E-20
michelle_lokay_000_1_2_1.pst.360.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.361.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.362.xls,99,40,0.40404040404040404040
michelle_lokay_000_1_2_1.pst.363.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.364.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.365.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.366.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.368.xls,6892,4922,0.71416134648868253047
michelle_lokay_000_1_2_1.pst.369.xls,102,40,0.39215686274509803922
michelle_lokay_000_1_2_1.pst.370.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.372.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.373.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.374.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.375.xls,4144,1730,0.41747104247104247104
michelle_lokay_000_1_2_1.pst.376.xls,103,42,0.40776699029126213592
michelle_lokay_000_1_2_1.pst.377.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.378.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.379.xls,4361,1746,0.40036688832836505389
michelle_lokay_000_1_2_1.pst.380.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.381.xls,476,475,0.99789915966386554622
michelle_lokay_000_1_2_1.pst.382.xls,105,0,0E-20
michelle_lokay_000_1_2_1.pst.383.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.384.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.385.xls,475,475,1.00000000000000000000
michelle_lokay_000_1_2_1.pst.386.xls,4861,1735,0.35692244394157580745
michelle_lokay_000_1_2_1.pst.387.xls,396,195,0.49242424242424242424
michelle_lokay_000_1_2_1.pst.388.xls,5165,1735,0.33591481122942884802
michelle_lokay_000_1_2_1.pst.389.xls,232,1,0.00431034482758620690
michelle_lokay_000_1_2_1.pst.394.xls,321,1,0.00311526479750778816
michelle_lokay_000_1_2_1.pst.395.xls,1205,0,0E-20
michelle_lokay_000_1_2_1.pst.397.xls,3404,199,0.05846063454759106933
michelle_lokay_000_1_2_1.pst.764.xls,408,0,0E-20
michelle_lokay_000_1_2_1.pst.765.xls,2526,24,0.00950118764845605701
michelle_lokay_000_1_2_1.pst.766.xls,418,206,0.49282296650717703349
michelle_lokay_000_1_2_1.pst.767.xls,25,2,0.08000000000000000000
michelle_lokay_000_1_2_1.pst.768.xls,25,2,0.08000000000000000000
michelle_lokay_000_1_2_1.pst.770.xls,2907,702,0.24148606811145510836
michelle_lokay_000_1_2_1.pst.773.xls,81,3,0.03703703703703703704
michelle_lokay_000_1_2_1.pst.774.xls,81,3,0.03703703703703703704
michelle_lokay_000_1_2_1.pst.776.xls,800,430,0.53750000000000000000
michelle_lokay_000_1_2_1.pst.777.xls,1471,804,0.54656696125084976207
michelle_lokay_000_1_2_1.pst.778.xls,354,96,0.27118644067796610169
michelle_lokay_000_1_2_1.pst.779.xls,639,108,0.16901408450704225352
michelle_lokay_000_1_2_1.pst.780.xls,1173,108,0.09207161125319693095
michelle_lokay_000_1_2_1.pst.782.xls,142,0,0E-20
michelle_lokay_000_1_2_1.pst.783.xls,186,58,0.31182795698924731183
michelle_lokay_000_1_2_1.pst.784.xls,118,56,0.47457627118644067797
michelle_lokay_000_1_2_1.pst.785.xls,3107,0,0E-20
michelle_lokay_000_1_2_1.pst.823.xls,894,0,0E-20
michelle_lokay_000_1_2_1.pst.825.xls,353,91,0.25779036827195467422
michelle_lokay_000_1_2_1.pst.827.xls,98,50,0.51020408163265306122
michelle_lokay_000_1_2_1.pst.831.xls,89,0,0E-20
michelle_lokay_000_1_2_1.pst.834.xls,109,35,0.32110091743119266055
michelle_lokay_001_1_1_1.pst.130.xls,228,127,0.55701754385964912281
michelle_lokay_001_1_1_1.pst.167.xls,9121,1139,0.12487665826115557505
michelle_lokay_001_1_1_1.pst.168.xls,22169,0,0E-24
michelle_lokay_001_1_1_1.pst.177.xls,110,58,0.52727272727272727273
mike_carson_000_1_1.pst.0.xls,64,0,0E-20
mike_carson_000_1_1.pst.10.xls,352,0,0E-20
mike_carson_000_1_1.pst.100.xls,2723,1281,0.47043701799485861183
mike_carson_000_1_1.pst.103.xls,212,0,0E-20
mike_carson_000_1_1.pst.104.xls,347,0,0E-20
mike_carson_000_1_1.pst.105.xls,318,0,0E-20
mike_carson_000_1_1.pst.106.xls,313,0,0E-20
mike_carson_000_1_1.pst.107.xls,320,0,0E-20
mike_carson_000_1_1.pst.108.xls,347,0,0E-20
mike_carson_000_1_1.pst.11.xls,361,0,0E-20
mike_carson_000_1_1.pst.110.xls,356,0,0E-20
mike_carson_000_1_1.pst.111.xls,342,0,0E-20
mike_carson_000_1_1.pst.112.xls,348,0,0E-20
mike_carson_000_1_1.pst.114.xls,344,0,0E-20
mike_carson_000_1_1.pst.115.xls,333,0,0E-20
mike_carson_000_1_1.pst.116.xls,334,0,0E-20
mike_carson_000_1_1.pst.117.xls,306,0,0E-20
mike_carson_000_1_1.pst.118.xls,326,0,0E-20
mike_carson_000_1_1.pst.119.xls,335,0,0E-20
mike_carson_000_1_1.pst.120.xls,330,0,0E-20
mike_carson_000_1_1.pst.121.xls,366,0,0E-20
mike_carson_000_1_1.pst.122.xls,260,0,0E-20
mike_carson_000_1_1.pst.123.xls,303,0,0E-20
mike_carson_000_1_1.pst.124.xls,375,0,0E-20
mike_carson_000_1_1.pst.125.xls,314,0,0E-20
mike_carson_000_1_1.pst.126.xls,285,0,0E-20
mike_carson_000_1_1.pst.127.xls,306,0,0E-20
mike_carson_000_1_1.pst.128.xls,305,0,0E-20
mike_carson_000_1_1.pst.129.xls,321,0,0E-20
mike_carson_000_1_1.pst.130.xls,327,0,0E-20
mike_carson_000_1_1.pst.131.xls,316,0,0E-20
mike_carson_000_1_1.pst.132.xls,304,0,0E-20
mike_carson_000_1_1.pst.133.xls,316,0,0E-20
mike_carson_000_1_1.pst.134.xls,288,0,0E-20
mike_carson_000_1_1.pst.135.xls,312,0,0E-20
mike_carson_000_1_1.pst.136.xls,304,0,0E-20
mike_carson_000_1_1.pst.137.xls,288,0,0E-20
mike_carson_000_1_1.pst.138.xls,117,0,0E-20
mike_carson_000_1_1.pst.139.xls,276,0,0E-20
mike_carson_000_1_1.pst.141.xls,165,0,0E-20
mike_carson_000_1_1.pst.144.xls,165,0,0E-20
mike_carson_000_1_1.pst.145.xls,165,0,0E-20
mike_carson_000_1_1.pst.147.xls,167,0,0E-20
mike_carson_000_1_1.pst.149.xls,167,0,0E-20
mike_carson_000_1_1.pst.150.xls,139,0,0E-20
mike_carson_000_1_1.pst.152.xls,159,0,0E-20
mike_carson_000_1_1.pst.155.xls,159,0,0E-20
mike_carson_000_1_1.pst.156.xls,161,0,0E-20
mike_carson_000_1_1.pst.24.xls,42,6,0.14285714285714285714
mike_carson_000_1_1.pst.25.xls,25,3,0.12000000000000000000
mike_carson_000_1_1.pst.26.xls,485,134,0.27628865979381443299
mike_carson_000_1_1.pst.27.xls,911,268,0.29418221734357848518
mike_carson_000_1_1.pst.28.xls,4655,2419,0.51965628356605800215
mike_carson_000_1_1.pst.29.xls,41,0,0E-20
mike_carson_000_1_1.pst.31.xls,5134,2500,0.48694974678613167121
mike_carson_000_1_1.pst.39.xls,376,116,0.30851063829787234043
mike_carson_000_1_1.pst.40.xls,1258,404,0.32114467408585055644
mike_carson_000_1_1.pst.42.xls,128532,10887,0.08470264214359070115
mike_carson_000_1_1.pst.43.xls,117,46,0.39316239316239316239
mike_carson_000_1_1.pst.44.xls,119,46,0.38655462184873949580
mike_carson_000_1_1.pst.45.xls,119,46,0.38655462184873949580
mike_carson_000_1_1.pst.49.xls,78,24,0.30769230769230769231
mike_carson_000_1_1.pst.50.xls,120,46,0.38333333333333333333
mike_carson_000_1_1.pst.51.xls,82,24,0.29268292682926829268
mike_carson_000_1_1.pst.55.xls,81,24,0.29629629629629629630
mike_carson_000_1_1.pst.56.xls,120,49,0.40833333333333333333
mike_carson_000_1_1.pst.57.xls,81,24,0.29629629629629629630
mike_carson_000_1_1.pst.58.xls,122,49,0.40163934426229508197
mike_carson_000_1_1.pst.59.xls,81,24,0.29629629629629629630
mike_carson_000_1_1.pst.60.xls,122,49,0.40163934426229508197
mike_carson_000_1_1.pst.62.xls,33,0,0E-20
mike_carson_000_1_1.pst.64.xls,122,49,0.40163934426229508197
mike_carson_000_1_1.pst.65.xls,79,25,0.31645569620253164557
mike_carson_000_1_1.pst.66.xls,82,25,0.30487804878048780488
mike_carson_000_1_1.pst.67.xls,33,0,0E-20
mike_carson_000_1_1.pst.68.xls,120,49,0.40833333333333333333
mike_carson_000_1_1.pst.69.xls,83,25,0.30120481927710843373
mike_carson_000_1_1.pst.70.xls,120,49,0.40833333333333333333
mike_carson_000_1_1.pst.71.xls,82,25,0.30487804878048780488
mike_carson_000_1_1.pst.72.xls,82,25,0.30487804878048780488
mike_carson_000_1_1.pst.73.xls,82,25,0.30487804878048780488
mike_carson_000_1_1.pst.74.xls,120,46,0.38333333333333333333
mike_carson_000_1_1.pst.75.xls,85,26,0.30588235294117647059
mike_carson_000_1_1.pst.76.xls,121,49,0.40495867768595041322
mike_carson_000_1_1.pst.77.xls,84,26,0.30952380952380952381
mike_carson_000_1_1.pst.78.xls,81,26,0.32098765432098765432
mike_carson_000_1_1.pst.79.xls,118,49,0.41525423728813559322
mike_carson_000_1_1.pst.80.xls,118,49,0.41525423728813559322
mike_carson_000_1_1.pst.81.xls,118,49,0.41525423728813559322
mike_carson_000_1_1.pst.82.xls,81,26,0.32098765432098765432
mike_carson_000_1_1.pst.83.xls,83,28,0.33734939759036144578
mike_carson_000_1_1.pst.84.xls,118,49,0.41525423728813559322
mike_carson_000_1_1.pst.85.xls,81,26,0.32098765432098765432
mike_carson_000_1_1.pst.86.xls,118,49,0.41525423728813559322
mike_carson_000_1_1.pst.87.xls,81,26,0.32098765432098765432
mike_carson_000_1_1.pst.88.xls,118,49,0.41525423728813559322
mike_carson_000_1_1.pst.89.xls,81,26,0.32098765432098765432
mike_carson_000_1_1.pst.90.xls,118,49,0.41525423728813559322
mike_carson_000_1_1.pst.91.xls,81,26,0.32098765432098765432
mike_carson_000_1_1.pst.93.xls,120,51,0.42500000000000000000
mike_carson_000_1_1.pst.94.xls,83,28,0.33734939759036144578
mike_carson_000_1_1.pst.95.xls,507,132,0.26035502958579881657
mike_carson_000_1_1.pst.96.xls,480,0,0E-20
mike_carson_000_1_1.pst.98.xls,161,0,0E-20
mike_grigsby_000_1_1_1.pst.0.xls,4939,210,0.04251872848754808666
mike_grigsby_000_1_1_1.pst.10.xls,2855,2169,0.75971978984238178634
mike_grigsby_000_1_1_1.pst.101.xls,80,0,0E-20
mike_grigsby_000_1_1_1.pst.102.xls,1058,22,0.02079395085066162571
mike_grigsby_000_1_1_1.pst.103.xls,579,22,0.03799654576856649396
mike_grigsby_000_1_1_1.pst.104.xls,2741,112,0.04086099963516964611
mike_grigsby_000_1_1_1.pst.106.xls,46253,44039,0.95213283462694311720
mike_grigsby_000_1_1_1.pst.108.xls,49451,46808,0.94655315362682251117
mike_grigsby_000_1_1_1.pst.11.xls,3347,137,0.04093217806991335524
mike_grigsby_000_1_1_1.pst.111.xls,4811,198,0.04115568488879650800
mike_grigsby_000_1_1_1.pst.112.xls,742,159,0.21428571428571428571
mike_grigsby_000_1_1_1.pst.114.xls,2355,560,0.23779193205944798301
mike_grigsby_000_1_1_1.pst.116.xls,185,12,0.06486486486486486486
mike_grigsby_000_1_1_1.pst.117.xls,7308,1576,0.21565407772304324028
mike_grigsby_000_1_1_1.pst.122.xls,176,4,0.02272727272727272727
mike_grigsby_000_1_1_1.pst.126.xls,1653,407,0.24621899576527525711
mike_grigsby_000_1_1_1.pst.127.xls,175,4,0.02285714285714285714
mike_grigsby_000_1_1_1.pst.128.xls,699,260,0.37195994277539341917
mike_grigsby_000_1_1_1.pst.133.xls,50132,27809,0.55471555094550386978
mike_grigsby_000_1_1_1.pst.143.xls,253637,774,0.00305160524686855624
mike_grigsby_000_1_1_1.pst.146.xls,60760,28006,0.46092824226464779460
mike_grigsby_000_1_1_1.pst.147.xls,66701,28006,0.41987376501101932505
mike_grigsby_000_1_1_1.pst.177.xls,94,45,0.47872340425531914894
mike_grigsby_000_1_1_1.pst.180.xls,94,45,0.47872340425531914894
mike_grigsby_000_1_1_1.pst.182.xls,699,260,0.37195994277539341917
mike_grigsby_000_1_1_1.pst.184.xls,94,45,0.47872340425531914894
mike_grigsby_000_1_1_1.pst.188.xls,67377,28721,0.42627306053994686614
mike_grigsby_000_1_1_1.pst.189.xls,62822,28742,0.45751488332112954061
mike_grigsby_000_1_1_1.pst.196.xls,94,45,0.47872340425531914894
mike_grigsby_000_1_1_1.pst.206.xls,94,45,0.47872340425531914894
mike_grigsby_000_1_1_1.pst.213.xls,94,45,0.47872340425531914894
mike_grigsby_000_1_1_1.pst.215.xls,94,45,0.47872340425531914894
mike_grigsby_000_1_1_1.pst.22.xls,1037,0,0E-20
mike_grigsby_000_1_1_1.pst.223.xls,94,45,0.47872340425531914894
mike_grigsby_000_1_1_1.pst.23.xls,694,0,0E-20
mike_grigsby_000_1_1_1.pst.236.xls,682,0,0E-20
mike_grigsby_000_1_1_1.pst.237.xls,344,0,0E-20
mike_grigsby_000_1_1_1.pst.24.xls,694,0,0E-20
mike_grigsby_000_1_1_1.pst.247.xls,52450,27725,0.52859866539561487131
mike_grigsby_000_1_1_1.pst.248.xls,50006,27725,0.55443346798384193897
mike_grigsby_000_1_1_1.pst.25.xls,1037,0,0E-20
mike_grigsby_000_1_1_1.pst.250.xls,52291,27809,0.53181235776711097512
mike_grigsby_000_1_1_1.pst.251.xls,49852,27809,0.55783118029366926101
mike_grigsby_000_1_1_1.pst.255.xls,51992,28005,0.53864056008616710263
mike_grigsby_000_1_1_1.pst.256.xls,49568,28005,0.56498143963847643641
mike_grigsby_000_1_1_1.pst.26.xls,694,0,0E-20
mike_grigsby_000_1_1_1.pst.260.xls,51487,28005,0.54392370889739157457
mike_grigsby_000_1_1_1.pst.261.xls,49078,28005,0.57062227474632218102
mike_grigsby_000_1_1_1.pst.27.xls,1037,0,0E-20
mike_grigsby_000_1_1_1.pst.28.xls,689,0,0E-20
mike_grigsby_000_1_1_1.pst.29.xls,1037,0,0E-20
mike_grigsby_000_1_1_1.pst.31.xls,693,0,0E-20
mike_grigsby_000_1_1_1.pst.32.xls,1037,0,0E-20
mike_swerzbin_000_1_1.pst.0.xls,619,16,0.02584814216478190630
mike_swerzbin_000_1_1.pst.1.xls,619,16,0.02584814216478190630
mike_swerzbin_000_1_1.pst.100.xls,702,0,0E-20
mike_swerzbin_000_1_1.pst.101.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.102.xls,207,0,0E-20
mike_swerzbin_000_1_1.pst.103.xls,1200,512,0.42666666666666666667
mike_swerzbin_000_1_1.pst.104.xls,409,0,0E-20
mike_swerzbin_000_1_1.pst.105.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.106.xls,339,0,0E-20
mike_swerzbin_000_1_1.pst.107.xls,1208,522,0.43211920529801324503
mike_swerzbin_000_1_1.pst.108.xls,1208,522,0.43211920529801324503
mike_swerzbin_000_1_1.pst.109.xls,471,0,0E-20
mike_swerzbin_000_1_1.pst.110.xls,471,0,0E-20
mike_swerzbin_000_1_1.pst.111.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.112.xls,390,0,0E-20
mike_swerzbin_000_1_1.pst.113.xls,75,0,0E-20
mike_swerzbin_000_1_1.pst.114.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.115.xls,5621,2702,0.48069738480697384807
mike_swerzbin_000_1_1.pst.116.xls,395,0,0E-20
mike_swerzbin_000_1_1.pst.117.xls,141,0,0E-20
mike_swerzbin_000_1_1.pst.118.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.119.xls,395,0,0E-20
mike_swerzbin_000_1_1.pst.120.xls,1208,512,0.42384105960264900662
mike_swerzbin_000_1_1.pst.121.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.122.xls,1208,512,0.42384105960264900662
mike_swerzbin_000_1_1.pst.123.xls,75,0,0E-20
mike_swerzbin_000_1_1.pst.125.xls,395,0,0E-20
mike_swerzbin_000_1_1.pst.126.xls,75,0,0E-20
mike_swerzbin_000_1_1.pst.129.xls,339,0,0E-20
mike_swerzbin_000_1_1.pst.130.xls,141,0,0E-20
mike_swerzbin_000_1_1.pst.133.xls,75,0,0E-20
mike_swerzbin_000_1_1.pst.135.xls,400,0,0E-20
mike_swerzbin_000_1_1.pst.137.xls,141,0,0E-20
mike_swerzbin_000_1_1.pst.139.xls,1208,512,0.42384105960264900662
mike_swerzbin_000_1_1.pst.142.xls,400,0,0E-20
mike_swerzbin_000_1_1.pst.149.xls,400,0,0E-20
mike_swerzbin_000_1_1.pst.155.xls,400,0,0E-20
mike_swerzbin_000_1_1.pst.156.xls,400,0,0E-20
mike_swerzbin_000_1_1.pst.157.xls,1208,512,0.42384105960264900662
mike_swerzbin_000_1_1.pst.161.xls,400,0,0E-20
mike_swerzbin_000_1_1.pst.2.xls,69,1,0.01449275362318840580
mike_swerzbin_000_1_1.pst.28.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.29.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.3.xls,2168,0,0E-20
mike_swerzbin_000_1_1.pst.30.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.31.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.32.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.33.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.34.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.35.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.36.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.37.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.38.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.39.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.4.xls,78906,26378,0.33429650470179707500
mike_swerzbin_000_1_1.pst.40.xls,379,0,0E-20
mike_swerzbin_000_1_1.pst.41.xls,574,16,0.02787456445993031359
mike_swerzbin_000_1_1.pst.42.xls,68,1,0.01470588235294117647
mike_swerzbin_000_1_1.pst.44.xls,10223,3259,0.31879096155727281620
mike_swerzbin_000_1_1.pst.47.xls,15010,0,0E-24
mike_swerzbin_000_1_1.pst.51.xls,356,0,0E-20
mike_swerzbin_000_1_1.pst.53.xls,483,0,0E-20
mike_swerzbin_000_1_1.pst.54.xls,108,0,0E-20
mike_swerzbin_000_1_1.pst.55.xls,360,115,0.31944444444444444444
mike_swerzbin_000_1_1.pst.57.xls,356,114,0.32022471910112359551
mike_swerzbin_000_1_1.pst.60.xls,1151,358,0.31103388357949609036
mike_swerzbin_000_1_1.pst.61.xls,419,0,0E-20
mike_swerzbin_000_1_1.pst.63.xls,419,0,0E-20
mike_swerzbin_000_1_1.pst.65.xls,419,0,0E-20
mike_swerzbin_000_1_1.pst.68.xls,429,0,0E-20
mike_swerzbin_000_1_1.pst.69.xls,1200,486,0.40500000000000000000
mike_swerzbin_000_1_1.pst.71.xls,429,0,0E-20
mike_swerzbin_000_1_1.pst.72.xls,1200,470,0.39166666666666666667
mike_swerzbin_000_1_1.pst.74.xls,429,0,0E-20
mike_swerzbin_000_1_1.pst.77.xls,1200,470,0.39166666666666666667
mike_swerzbin_000_1_1.pst.78.xls,1200,468,0.39000000000000000000
mike_swerzbin_000_1_1.pst.79.xls,429,0,0E-20
mike_swerzbin_000_1_1.pst.81.xls,1200,467,0.38916666666666666667
mike_swerzbin_000_1_1.pst.83.xls,75,0,0E-20
mike_swerzbin_000_1_1.pst.84.xls,1200,467,0.38916666666666666667
